Date,Open,High,Low,Close,Adj Close,Volume
2001-01-02,8.729166984558105,8.75,8.208333015441895,8.3125,5.989161968231201,1515600
2001-01-03,8.395833015441895,8.791666984558105,8.25,8.770833015441895,6.319394588470459,1783200
2001-01-04,8.770833015441895,9.083333015441895,8.770833015441895,8.979166984558105,6.469499588012695,2304900
2001-01-05,9.0,9.0,8.645833015441895,8.8125,6.3494181632995605,1912500
2001-01-08,8.729166984558105,8.916666984558105,8.6875,8.770833015441895,6.319394588470459,1523400
2001-01-09,8.708333015441895,8.729166984558105,8.5,8.5625,6.1692891120910645,1855800
2001-01-10,8.479166984558105,8.666666984558105,8.291666984558105,8.645833015441895,6.229331016540527,1046100
2001-01-11,8.729166984558105,8.729166984558105,8.458333015441895,8.583333015441895,6.184298992156982,1159800
2001-01-12,8.541666984558105,8.833333015441895,8.416666984558105,8.8125,6.3494181632995605,2223000
2001-01-16,8.8125,8.979166984558105,8.666666984558105,8.958333015441895,6.4544878005981445,1904700
2001-01-17,8.979166984558105,9.083333015441895,8.895833015441895,9.020833015441895,6.499518394470215,2823300
2001-01-18,8.958333015441895,8.958333015441895,8.458333015441895,8.541666984558105,6.1542768478393555,3782700
2001-01-19,8.333333015441895,8.4375,8.0,8.104166984558105,5.839062213897705,3424200
2001-01-22,8.1875,8.291666984558105,7.875,8.166666984558105,5.88408899307251,2475000
2001-01-23,8.333333015441895,8.354166984558105,8.208333015441895,8.3125,5.989161968231201,1476900
2001-01-24,7.9166669845581055,8.1875,7.875,8.1875,5.8991007804870605,2987700
2001-01-25,8.104166984558105,8.625,8.083333015441895,8.583333015441895,6.184298992156982,2354100
2001-01-26,8.583333015441895,8.583333015441895,8.229166984558105,8.375,6.034194469451904,1392300
2001-01-29,8.373332977294922,8.649999618530273,8.296667098999023,8.550000190734863,6.160282135009766,1785600
2001-01-30,8.633333206176758,8.666666984558105,8.34000015258789,8.666666984558105,6.244344234466553,1734900
2001-01-31,8.666666984558105,9.0,8.666666984558105,8.949999809265137,6.448481559753418,1835100
2001-02-01,8.949999809265137,8.99666690826416,8.783332824707031,8.866666793823242,6.388443470001221,1221600
2001-02-02,8.850000381469727,8.899999618530273,8.733332633972168,8.800000190734863,6.340406894683838,1291800
2001-02-05,8.766667366027832,8.966667175292969,8.716667175292969,8.916666984558105,6.424468517303467,1620900
2001-02-06,8.916666984558105,8.916666984558105,8.643333435058594,8.676667213439941,6.2515482902526855,2102100
2001-02-07,8.699999809265137,8.800000190734863,8.416666984558105,8.676667213439941,6.2515482902526855,1588800
2001-02-08,8.756667137145996,8.833333015441895,8.536666870117188,8.596667289733887,6.193906307220459,1592700
2001-02-09,8.626667022705078,8.896666526794434,8.566666603088379,8.850000381469727,6.376435279846191,1820400
2001-02-12,8.916666984558105,8.916666984558105,8.716667175292969,8.83666706085205,6.366827964782715,1328100
2001-02-13,8.83666706085205,9.0600004196167,8.766667366027832,8.916666984558105,6.424468517303467,3827700
2001-02-14,8.983332633972168,8.99666690826416,8.816666603088379,8.826666831970215,6.359622478485107,2448000
2001-02-15,8.833333015441895,9.039999961853027,8.666666984558105,8.716667175292969,6.280370712280273,2752800
2001-02-16,8.789999961853027,8.789999961853027,8.58666706085205,8.703332901000977,6.270759582519531,1551600
2001-02-20,8.703332901000977,8.766667366027832,8.536666870117188,8.58666706085205,6.186700820922852,1593600
2001-02-21,8.616666793823242,8.616666793823242,8.319999694824219,8.329999923706055,6.001773357391357,1550400
2001-02-22,8.350000381469727,8.399999618530273,8.050000190734863,8.16333293914795,5.916014671325684,2019900
2001-02-23,8.166666984558105,8.166666984558105,7.840000152587891,8.053333282470703,5.83629846572876,1884000
2001-02-26,8.083333015441895,8.399999618530273,8.069999694824219,8.359999656677246,6.0585408210754395,1297500
2001-02-27,8.41333293914795,8.5600004196167,8.333333015441895,8.506667137145996,6.164829730987549,1551600
2001-02-28,8.533332824707031,8.683333396911621,8.366666793823242,8.366666793823242,6.063372611999512,2441400
2001-03-01,8.383333206176758,8.426667213439941,8.296667098999023,8.403332710266113,6.089944362640381,2544000
2001-03-02,8.416666984558105,8.640000343322754,8.399999618530273,8.533332824707031,6.184154033660889,1662000
2001-03-05,8.533332824707031,8.739999771118164,8.510000228881836,8.630000114440918,6.254210472106934,1716300
2001-03-06,8.699999809265137,8.786666870117188,8.619999885559082,8.729999542236328,6.326681613922119,923700
2001-03-07,8.683333396911621,8.899999618530273,8.573332786560059,8.890000343322754,6.442636966705322,1801800
2001-03-08,8.833333015441895,8.989999771118164,8.760000228881836,8.850000381469727,6.413649082183838,1328700
2001-03-09,8.916666984558105,8.916666984558105,8.800000190734863,8.83666706085205,6.403985500335693,1530900
2001-03-12,8.899999618530273,8.90999984741211,8.633333206176758,8.643333435058594,6.263874053955078,1225500
2001-03-13,8.563332557678223,8.666666984558105,8.373332977294922,8.643333435058594,6.263874053955078,1602300
2001-03-14,8.5600004196167,8.643333435058594,8.300000190734863,8.359999656677246,6.0585408210754395,1442700
2001-03-15,8.350000381469727,8.390000343322754,8.166666984558105,8.300000190734863,6.0150604248046875,1951200
2001-03-16,8.116666793823242,8.366666793823242,8.116666793823242,8.186667442321777,5.93292760848999,1734000
2001-03-19,8.199999809265137,8.373332977294922,8.166666984558105,8.300000190734863,6.0150604248046875,1279500
2001-03-20,8.266667366027832,8.456666946411133,8.100000381469727,8.199999809265137,5.942587852478027,1403100
2001-03-21,8.266667366027832,8.333333015441895,8.073332786560059,8.213333129882812,5.95225191116333,2163600
2001-03-22,8.233332633972168,8.233332633972168,8.0,8.079999923706055,5.855622291564941,3498900
2001-03-23,8.066666603088379,8.316666603088379,8.0,8.256667137145996,5.983656406402588,2030400
2001-03-26,8.233332633972168,8.333333015441895,8.149999618530273,8.286666870117188,6.005396842956543,1652400
2001-03-27,8.300000190734863,8.333333015441895,8.16333293914795,8.279999732971191,6.000565528869629,1253100
2001-03-28,8.266667366027832,8.373332977294922,8.199999809265137,8.326666831970215,6.034387111663818,1537800
2001-03-29,8.383333206176758,8.600000381469727,8.333333015441895,8.433333396911621,6.111686706542969,1620600
2001-03-30,8.449999809265137,8.583333015441895,8.383333206176758,8.493332862854004,6.155167579650879,1171800
2001-04-02,8.616666793823242,8.83666706085205,8.539999961853027,8.546667098999023,6.193819522857666,2203500
2001-04-03,8.050000190734863,8.053333282470703,6.576666831970215,6.769999980926514,4.906257629394531,17636100
2001-04-04,6.9166669845581055,7.483333110809326,6.9166669845581055,7.3333330154418945,5.314507961273193,9704100
2001-04-05,7.3333330154418945,7.539999961853027,7.099999904632568,7.136666774749756,5.171984672546387,9531900
2001-04-06,7.0833330154418945,7.0833330154418945,6.816667079925537,6.840000152587891,4.95698881149292,3567300
2001-04-09,6.923333168029785,7.066667079925537,6.873332977294922,6.940000057220459,5.029459476470947,3462000
2001-04-10,7.0,7.0,6.849999904632568,6.849999904632568,4.964235305786133,4964400
2001-04-11,6.933332920074463,7.019999980926514,6.883333206176758,6.96999979019165,5.051198959350586,3057900
2001-04-12,6.9766669273376465,7.1533331871032715,6.889999866485596,6.889999866485596,4.993224143981934,4729500
2001-04-16,6.949999809265137,7.076666831970215,6.9166669845581055,6.966667175292969,5.048786163330078,3252900
2001-04-17,6.960000038146973,6.966667175292969,6.8333330154418945,6.896667003631592,4.998054027557373,2101200
2001-04-18,6.9166669845581055,7.380000114440918,6.849999904632568,7.300000190734863,5.2903547286987305,3189000
2001-04-19,7.266666889190674,7.269999980926514,7.1666669845581055,7.199999809265137,5.217881202697754,1381800
2001-04-20,7.233333110809326,7.360000133514404,7.043333053588867,7.099999904632568,5.145411014556885,2072100
2001-04-23,6.933332920074463,7.163332939147949,6.933332920074463,6.983333110809326,5.060864448547363,2586000
2001-04-24,7.0,7.123332977294922,6.920000076293945,6.96999979019165,5.051198959350586,1451700
2001-04-25,6.900000095367432,7.039999961853027,6.699999809265137,6.966667175292969,5.048786163330078,3487200
2001-04-26,7.0,7.233333110809326,7.0,7.133333206176758,5.169568061828613,2872800
2001-04-27,7.0833330154418945,7.24666690826416,7.079999923706055,7.139999866485596,5.174400329589844,2574600
2001-04-30,7.139999866485596,7.139999866485596,6.966667175292969,6.993332862854004,5.068107604980469,1869300
2001-05-01,7.0,7.183332920074463,6.966667175292969,7.176667213439941,5.2009735107421875,2207400
2001-05-02,7.116666793823242,7.1433329582214355,7.03000020980835,7.0833330154418945,5.133335113525391,1612500
2001-05-03,7.086667060852051,7.086667060852051,6.913332939147949,7.0366668701171875,5.099512100219727,2441100
2001-05-04,6.966667175292969,7.199999809265137,6.9166669845581055,7.126667022705078,5.164737224578857,987000
2001-05-07,7.183332920074463,7.266666889190674,7.1066670417785645,7.203332901000977,5.220297813415527,1092300
2001-05-08,7.150000095367432,7.260000228881836,7.086667060852051,7.1066670417785645,5.150244235992432,1296600
