idx,Close,Open,High,Low,Volume,Variation,LNT,DIS,KMX,DTE,EXR,EFX,ZBH,JNJ,PEP,DUK,BBANDS_upper,BBANDS_middle,BBANDS_lower
38,-1.3358611531322109,-1.2959893905674176,-1.1369425502673594,-1.3902657094958497,-1,0.0789428717046288,0.800230325392013,0.7949163435831883,0.6503778831842502,0.13040594309635,0.5006158918751508,0.4683156477265827,0.7301903888533566,0.6334452118325806,0.8281966319952486,0.0645711658761272,1.2421749785603764,-0.40443204709397235,-2.051039072748321
39,-1.4992562350145504,-1.415435299235678,-1.541876939790297,-1.2423649895633777,-1,-1.141292422335448,0.8235371422094531,0.7862194974313532,0.743401064255718,0.1345933141428607,0.4946450468251622,0.5084404604557087,0.7442983056409713,0.5842210935256635,0.8255781362882628,0.0809847152328782,0.21772000896030175,-0.8946523560632187,-2.007024721086739
40,1.3882976406446943,1.1425442374951449,1.3705830558343075,1.7959790788163636,0,-1.0456844292392165,0.795074063675034,0.7775882964607517,0.7754207322799214,0.2030183190799252,0.5283276555546559,0.6295673453991327,0.735440723407363,0.6155021856246996,0.8291346547012245,0.098555340388891,1.4515393774936534,-0.6357853661500805,-2.723110109793814
41,1.251519788933977,0.8364990877036118,0.9343237765928027,0.8190816103708457,0,0.4037990790250329,0.8387142911385487,0.7705452779774506,0.8057800762225431,0.2034426025888752,0.5561078841800718,0.674563277448873,0.776035603789692,0.6079916727331404,0.8299996426998435,0.0962124221629553,2.325629310844525,-0.20001606889727994,-2.725661448639085
42,-0.0478746938796591,0.8364990877036118,0.4980644973513172,0.2554980801524323,0,0.7143772983438696,0.908707265815794,0.7638820582848376,0.8614741208691425,0.2465499703623034,0.6845348478090234,0.8226339065928372,0.8634687026455719,0.7203523053641996,0.8776212185447599,0.1897336873497214,2.403536613882686,-0.04863493048954998,-2.500806474861786
43,-0.0820667110264266,-0.1496204517829853,-0.1199772825053709,0.1427770742420316,-1,-0.7351062099203798,0.8921092849474401,0.7571557289854723,0.8638178095444096,0.3205273677495661,0.7188224644850837,0.8165437345214877,0.8894455081089752,0.7626125109148645,0.8684662348862779,0.2388467208563774,2.308532814514972,0.2021239579316069,-1.9042848986517582
44,1.0805401369528451,-0.1836222255296128,0.4617121577249435,0.4809293423064486,-1,-0.0103348345942332,0.7948189791079512,0.7419752393963688,0.7673722220039604,0.1636336351957784,0.510273663334436,0.7085490927028669,0.8260216767771452,0.6169106678678566,0.8142200771530228,0.1240054643731261,2.0117751268098867,0.7180832323250861,-0.5756086621597145
45,0.4308526786696561,0.3604450691789231,0.2799296571097409,0.5936503482168495,0,-0.8386322830266771,0.8117693286874813,0.7430990460265835,0.8220417670507965,0.1801587785208095,0.530840583888876,0.7507826452821018,0.8485300993041902,0.6006006224176034,0.8350338257239769,0.1585580348329585,1.6372777282781557,0.5265942399300785,-0.5840892484179987
46,-0.6633701350160626,1.0065274138180065,0.5344168369776909,-0.3080961997327863,0,2.3709129528207136,0.8592819035089145,0.7554527729928051,0.8893025193590189,0.313452213177306,0.6141589772296112,0.8395032778426186,0.8389561844342168,0.6695394138252444,0.877607860165088,0.2864393816036824,1.3095183923658655,0.1436162551400705,-1.0222858820857244
47,-0.3556224144478608,-0.7617010226754047,-0.737998259878725,-0.7965395591221426,0,0.093191238512064,0.8232034372195665,0.7382069860986394,0.8779081430827154,0.2328904082070289,0.5255927550803605,0.7996730498586841,0.7833151192641506,0.5881373448039968,0.8498058340785678,0.3034701116449481,1.3126075598362732,0.08206671102643018,-1.148474137783413
48,-1.3130673764228806,-0.9317098914085604,-1.0288481806147158,-1.134702576853345,0,0.1967173116183613,0.8639297844743639,0.7893392813121933,0.930790622304418,0.3364036484676016,0.614602678405041,0.8805928799232472,0.8168827918974801,0.6283556771210016,0.8867872353825921,0.4732478155860399,1.5113785092264123,-0.16413342205286063,-1.8396453533321337
49,-1.6892089144082645,-2.155861304502825,-2.1922062585920106,-1.8485771983967376,1,-1.1492401235395355,0.8739210214914938,0.7476661797785827,0.9470421477803412,0.4737768258266298,0.7309706746743782,0.9100336293672164,0.7092185776248041,0.7100331634459419,0.8880123695441976,0.6179296123038533,0.7655653290845241,-0.7180832323250825,-2.201731793734689
50,0.922977698827845,0.831946202492165,0.7050513749083639,1.1591233488506425,0,-1.3625377478537926,0.8817961118083724,0.6483139384784732,0.9457181846471698,0.5745137311180339,0.8117212301461432,0.9239772803087924,0.6933771941767526,0.7112764364229331,0.8867462480786246,0.7045078885937013,1.1861338222607836,-0.6196582282934449,-2.4254502788476735
51,0.8120446187817133,0.740271852392754,0.7050513749083639,1.133649840445591,-1,-1.2784353813171263,0.8807092667890761,0.6334922565802777,0.945492870853105,0.7153934022677146,0.8386239754726481,0.93272276131228,0.6838886892561759,0.7110030751621921,0.859097413129868,0.7083584628390893,1.8087036511943746,-0.32457527753388965,-2.457854206262154
52,1.921388114720285,0.9923779544328318,1.402880880171108,1.261031959585814,2,0.7401417336838434,0.7445653167258972,0.6375068064843343,0.8420686276137685,0.4465219619575542,0.6372931084114956,0.8042446193986201,0.3508959266427287,0.4742197812842629,0.6916837407006651,0.4219114752439878,2.9157908825513297,0.1308268282997395,-2.654137225951851
53,0.8786070059048385,1.3819923030886438,1.3788194555653066,0.980801501457814,0,1.5812375899230229,0.8184622164643562,0.5836388330485291,0.9103217963092558,0.6966025061339277,0.8120302684859211,0.896178689930959,0.3452033158304309,0.5275112974327062,0.7581929401965666,0.6119050119620559,2.970609331393696,0.5691617047652834,-1.8322859218631296
54,-0.164180450649188,0.8777800990085125,0.5366076336121853,0.1401174156312572,0,1.413008793225458,0.9078193217087224,0.5764579558120925,0.9627933868955512,0.9168320688021708,0.9254898899751924,0.9581899673112784,0.3412948938518606,0.6801579185141551,0.8941400834288552,0.869281108200832,2.195106118156509,0.8741673975170986,-0.4467713231223117
55,-0.7410438928185926,-0.5431756060657298,-0.7628056784900715,-0.6241461449801596,0,-0.60559238539961,0.963884315763064,0.5447707484603086,0.978215556604248,0.9749544364815816,0.9690967425382868,0.9774502771451924,0.6307958455042546,0.7071950859636992,0.9659268977255522,0.9665687057941784,2.38176094378695,0.5413630791878111,-1.2990347854113273
56,-1.2291596014033452,-1.001540799496057,-1.1718705503720486,-1.2355540780462753,0,-0.0168036287704287,0.9782849606688502,0.5366713964202207,0.9831698967768792,0.9861438218327088,0.9823896173577308,0.9848012213681284,0.2599534106919501,0.7496451529721683,0.9821664280989844,0.9869110040519278,2.406799346428801,0.1331222351507994,-2.140554876127202
57,-0.8741686670648313,-1.459912549993088,-1.364382600801813,-1.3119818918188988,0,-0.4373635887021797,0.970176938738224,0.4914167130422043,0.9693616931356462,0.9761271245324848,0.971181135754084,0.9765286019005536,0.2113263626241557,0.7990194772086376,0.9718685522816648,0.9808679664215804,1.0479775187293885,-0.42598912120622384,-1.8999557611418363
58,-0.6966731998955744,-0.9786238512378892,-0.6424847864054959,-0.8788958061456249,0,0.6560393671470877,0.9637581311394932,0.4745908552937497,0.958427008887474,0.9705789549271536,0.9643173711253148,0.9714703862324592,0.176641173625156,0.8089055322701946,0.9685729024974072,0.9748931911522144,-0.053603912641357665,-0.7410451623663065,-1.4284864120912553
59,-0.8297916264032211,-0.8411156046221308,-0.7868671030958729,-0.6241461449801596,0,-0.689694751936276,0.968017437465288,0.4673725555815877,0.9588806047786042,0.97225046152788,0.971491454573496,0.9745758387065014,0.1588470769190706,0.8872105003483848,0.9659654550243338,0.975078612760192,-0.4976414551693401,-0.874167397517113,-1.250693339864886
60,0.8123909110549747,1.067284353465712,0.7393093562310786,1.066714747783831,-1,-1.3945746471052614,0.9676673669319676,0.4516700749463808,0.9568723619840668,0.9701981695469908,0.9716228111236792,0.972826798158954,0.1412989248496724,0.9200008520295702,0.960140976114626,0.9704027949658502,0.8567561222319933,-0.5634804367423996,-1.9837169957167924
61,1.4428958869288615,0.5685485464705778,1.314646896278001,1.125009317635486,0,0.9083758688766304,0.9408734902135224,0.4611535591530939,0.9217923554023596,0.9474767111864733,0.950931643137977,0.9530609715538204,0.1241094880198877,0.8521500267447262,0.8755497598881448,0.943873190260282,1.9050001425485128,-0.029069339075958166,-1.9631388207004292
62,1.6611470756482645,1.3665215570361768,1.4297144042873822,1.1832955489704982,0,1.164279595507093,0.934655527613487,0.458157671220067,0.9041172507258336,0.9397129649334448,0.9419989978431574,0.9447262420004874,0.1201337171393874,0.8751209463476046,0.814520294355829,0.9332238560249156,2.5818672697441802,0.47799380946666103,-1.6258796508108584
63,0.5941327842553891,1.216899388062098,0.9694443722498414,1.1832955489704982,0,-0.8828037985828041,0.9574676956488108,0.5313914589018954,0.940679016173055,0.966398968522034,0.9702613552356396,0.9710810194483112,0.1330749591985539,0.9581826980287868,0.8180554860330282,0.9647648652036268,2.4873292596279377,0.7361550062968537,-1.01501924703423
64,-0.0848763102673498,0.4438681619106407,0.3078041436265541,0.2797922551446665,0,0.1407378984621103,0.9742967425941936,0.801519878243316,0.9648118070973316,0.9803598174131596,0.9817627369938992,0.9817570847260008,0.5012611921905867,0.9749937554520798,0.7987012870263716,0.9815713327293872,2.1322749128844616,0.8851380695240281,-0.36199877383640544
65,-1.224643310593425,-0.3291630642408164,-0.9291653947662628,-1.0025965579086729,0,0.2687080641465758,0.9906622046010064,0.8692497386057887,0.9855177564649468,0.9907959374091182,0.990970517563464,0.990667675950213,0.1238164399495693,0.990814907107922,0.7334630309729021,0.989989044859538,2.5867919680607883,0.47773122519434813,-1.631329517672092
66,-0.6183869250038855,-1.351562193889854,-0.7278034284578628,-1.11917735909534,2,1.6760504440295505,0.9847767845601972,0.699148717285314,0.9748891047699336,0.982798759896492,0.9847078552987292,0.9845528816403696,0.3973458405958761,0.9815787278409102,0.5631520191336042,0.9775354780452707,2.0615360506723004,0.06547466280779875,-1.9305867250567028
67,-0.95788800322517,-0.802949952444116,-1.1880734604954035,-0.8860157567220057,0,-1.3945746471052614,0.9870825159256492,0.7453222282002393,0.9837291452332262,0.9848662459462276,0.9869575102088054,0.9872146248495386,0.3996606935330251,0.977152558638692,0.5431312684995595,0.9793462577749624,0.8407621250170736,-0.4583323529668881,-1.7574268309508498
68,-0.7153812861412238,-1.226874674952224,-0.9004088056106235,-0.9151588723895115,-1,0.0127677327777131,0.9827520532011612,0.6098496279507122,0.984392661728888,0.9739796655985754,0.9829419496306172,0.9838256326233032,0.3675650832724945,0.7766633877181451,0.495616446723749,0.9556806775482573,0.04133371218924975,-0.7202351670462107,-1.4818040462816713
69,-0.909390822656488,-0.9525721214181948,-1.015468083342643,-0.9151588723895115,0,-0.4989665110063441,0.9830729164329682,0.5855265485678739,0.9861916737021806,0.9673414800436394,0.9758310796813728,0.9838047505209364,0.3528367816380054,0.6923634310506859,0.4754424953322608,0.9469767127122874,-0.4645498184195671,-0.8851380695240383,-1.3057263206285095
70,1.4462739489351744,1.95929788480317,2.2287111633463,2.185258213111856,0,1.0876178887898884,0.9863916355500704,0.5590511454482503,0.991233643867244,0.9707201672882324,0.9739376624303298,0.9903680211943112,0.3285104937878716,0.8205042729045968,0.4338917069429732,0.9409878073773864,1.463338960799865,-0.3509546176183184,-2.1652481960365018
71,-0.6035597448313497,0.8980161045554031,0.1979997877788021,-0.0284708783379147,1,0.5060378591203554,0.9892854327677792,0.7509441770098243,1.0,0.978259684845916,0.9801265242816724,0.9939554543051744,0.6227076867655044,0.989042077318268,0.4905799088558111,0.944281806674019,1.4645939096025082,-0.3479891815838113,-2.160572272770131
72,-0.3188576793450295,-0.4898234980049137,-0.5381411653096747,0.0347826604362064,0,-1.2970099959527734,0.9794671002058214,0.6648960717773551,0.9934140385987054,0.9682510788660654,0.9647466671513724,0.9937002693225564,0.6619143540764448,0.9902563697124128,0.4031558826255695,0.8593709407596168,1.4895588400696143,-0.22018311680778319,-1.9299250736851807
73,-0.7459067049331853,-0.7619524214097049,-1.1219745893375326,-0.5660761947276806,-1,-1.529675288508924,0.9773533742265308,0.7252090316822717,0.9935358719442616,0.9665971204734406,0.9710298315921864,0.9937890505107791,0.193970375100393,0.9861378829860408,0.3469991204173227,0.8370549372977416,1.4906858010647084,-0.2262882005661755,-1.9432622021970594
74,-1.7708194791751153,-0.9252235469989928,-1.4773467197744616,-1.293442127439793,-1,-1.0062033407738105,0.9706643612139566,0.7770798824223548,0.9939165667897096,0.9618263944968876,0.9617286726167664,1.0,0.2079870419176511,0.9887746576205908,0.290892937413292,0.7928919881423038,1.690547503582978,-0.398573931869901,-2.48769536732278
75,0.7914583837883701,-1.3334130393226789,-0.3858408986717649,-1.2301885886656718,1,1.3784245439687894,0.8631607189615778,0.4511177924458091,0.9782440587392228,0.8838196760239403,0.8123430831989158,0.9864660754423094,0.0587454650519556,0.9812833479844016,0.2118029039437156,0.7046689245378169,1.115453408377395,-0.5295370448992618,-2.1745274981759186
76,0.1366509639242298,0.544255511139476,0.8072153791758601,0.4775302882967027,0,0.9713185232001595,0.8418761961776157,0.3807638659678182,0.979046234869692,0.8708687864564686,0.7701074928137046,0.9882096895383008,0.0554565828065008,0.9854174998021488,0.2109818782222175,0.6793842156013838,1.3415806526039193,-0.38149490314814594,-2.104570458900211
77,-0.973673244491849,0.7891660923068871,-0.1066080079197267,-0.4395781650322165,0,0.564179221743137,0.8600923576388309,0.4126220173659259,0.9873442938350772,0.8798829862490947,0.7976612080089981,0.9933768007380565,0.1035570020373398,0.9903524394476384,0.2252977065160252,0.8229846950316894,1.2701763927391287,-0.5124580161775099,-2.2950924250941487
78,0.8199261467521983,-0.952441889236373,-0.2335333696111458,-0.2498356444154097,-1,-0.0756087319258707,0.8275835876088067,0.353709275625696,0.968808589480418,0.8566632817846254,0.7504366337838049,0.989883147679968,0.1085819439965183,0.9767527776967928,0.1441739787847578,0.8087385710956132,1.8408290522238722,-0.19929144584043307,-2.2394119439047384
79,1.2185074093765107,0.2721188021676833,0.6295184203233315,1.110020436774006,0,-0.5990806796609532,0.8002889713378349,0.3573566819982007,0.958499972078251,0.8529766450685845,0.6594402723241493,0.9780569774113276,0.052416172852454,0.9642625904963996,0.1371480024434884,0.8105693529697219,1.9363262508736616,0.3985739318698921,-1.1391783871338776
80,0.2960461603506278,0.7397305060677303,0.2297500306525728,0.6675648103671703,0,-1.4634974846833673,0.7868639661328349,0.3915270729988634,0.9598264969701116,0.8467827224117833,0.6534201546981941,0.9806187685452123,0.0320071164916799,0.9573926462749618,0.1322799041416819,0.8068782420718288,1.786211323708098,0.2994914871823437,-1.1872283493434106
81,-0.6049646045017429,0.1333942152729086,-0.0095721571620131,-0.3259390064899,-1,1.1083480422280363,0.7813768570649402,0.4800998145420143,0.970605526115262,0.8600295080315614,0.6866765758367803,0.9897844921266508,0.096450888840897,0.9463702571974858,0.1224681493610497,0.72922888889425,1.8111550953481592,0.15116837349714918,-1.5088183483538609
82,0.2102336628575014,-0.270828051106471,-0.1850753992054471,-0.081917725581579,0,-0.4225307440973878,0.7686370992837772,0.4516103741799934,0.9357127730507,0.8455184380385148,0.6757345363291495,0.977422415858628,0.0752876108904434,0.9446671317509,0.1039226254921334,0.7049488948597391,1.6215908131992076,0.3879497549670193,-0.8456913032651692
