,Date,Open,High,Low,Close,Adj Close,Volume
1130,2005-07-05,46.61000061035156,47.150001525878906,46.5,46.880001068115234,46.880001068115234,139900
1131,2005-07-06,46.75,47.08000183105469,46.66999816894531,46.66999816894531,46.66999816894531,97200
1132,2005-07-07,46.54999923706055,47.22999954223633,46.20000076293945,47.02999877929688,47.02999877929688,191500
1133,2005-07-08,47.130001068115234,47.84000015258789,47.0,47.65999984741211,47.65999984741211,110900
1134,2005-07-11,47.70000076293945,47.970001220703125,47.59999847412109,47.91999816894531,47.91999816894531,76300
1135,2005-07-12,47.84999847412109,47.9900016784668,47.75,47.84999847412109,47.84999847412109,104900
1136,2005-07-13,47.79999923706055,47.79999923706055,47.220001220703125,47.5,47.5,247000
1137,2005-07-14,47.5,47.77999877929688,47.41999816894531,47.59999847412109,47.59999847412109,103200
1138,2005-07-15,47.59999847412109,47.75,47.27000045776367,47.58000183105469,47.58000183105469,139100
1139,2005-07-18,47.58000183105469,47.72999954223633,47.38999938964844,47.59000015258789,47.59000015258789,222500
1140,2005-07-19,47.43999862670898,48.0,47.29999923706055,47.79999923706055,47.79999923706055,132800
1141,2005-07-20,47.79999923706055,49.34999847412109,47.79999923706055,49.04999923706055,49.04999923706055,210500
1142,2005-07-21,49.060001373291016,49.7400016784668,48.77999877929688,48.900001525878906,48.900001525878906,192900
1143,2005-07-22,48.70000076293945,49.02000045776367,48.43000030517578,48.5,48.5,335600
1144,2005-07-25,48.45000076293945,48.52000045776367,48.220001220703125,48.29999923706055,48.29999923706055,116600
1145,2005-07-26,48.45000076293945,49.29999923706055,48.45000076293945,48.7400016784668,48.7400016784668,360300
1146,2005-07-27,48.650001525878906,49.59999847412109,48.59999847412109,49.33000183105469,49.33000183105469,120700
1147,2005-07-28,49.02999877929688,49.70000076293945,49.0,49.58000183105469,49.58000183105469,142900
1148,2005-07-29,51.52999877929688,52.869998931884766,51.2400016784668,52.5,52.5,468300
1149,2005-08-01,52.5,52.54999923706055,51.91999816894531,52.0,52.0,281400
1150,2005-08-02,52.0099983215332,52.650001525878906,52.0099983215332,52.15999984741211,52.15999984741211,211300
1151,2005-08-03,52.0,52.15999984741211,51.45000076293945,51.59999847412109,51.59999847412109,246600
1152,2005-08-04,51.58000183105469,51.59000015258789,50.90999984741211,51.0,51.0,166100
1153,2005-08-05,51.0,51.13999938964844,50.72999954223633,50.75,50.75,124800
1154,2005-08-08,50.5,50.560001373291016,50.29999923706055,50.45000076293945,50.45000076293945,135700
1155,2005-08-09,50.34999847412109,50.36000061035156,49.77999877929688,49.959999084472656,49.959999084472656,124300
1156,2005-08-10,49.959999084472656,50.54999923706055,49.75,49.810001373291016,49.810001373291016,170100
1157,2005-08-11,49.65999984741211,50.70000076293945,49.65999984741211,50.63999938964844,50.63999938964844,138800
1158,2005-08-12,50.540000915527344,50.93000030517578,50.47999954223633,50.560001373291016,50.560001373291016,212400
1159,2005-08-15,50.59999847412109,51.369998931884766,50.40999984741211,50.900001525878906,50.900001525878906,161400
1160,2005-08-16,50.75,50.900001525878906,50.15999984741211,50.15999984741211,50.15999984741211,155700
1161,2005-08-17,50.29999923706055,50.72999954223633,50.060001373291016,50.41999816894531,50.41999816894531,221600
1162,2005-08-18,50.41999816894531,50.56999969482422,50.09999847412109,50.34999847412109,50.34999847412109,101500
1163,2005-08-19,50.36000061035156,50.72999954223633,50.0,50.09000015258789,50.09000015258789,205500
1164,2005-08-22,50.20000076293945,50.900001525878906,50.13999938964844,50.63999938964844,50.63999938964844,135900
1165,2005-08-23,50.560001373291016,50.7400016784668,50.06999969482422,50.209999084472656,50.209999084472656,91000
1166,2005-08-24,50.29999923706055,51.0,50.25,50.400001525878906,50.400001525878906,96600
1167,2005-08-25,50.36000061035156,50.790000915527344,50.34999847412109,50.75,50.75,105100
1168,2005-08-26,50.650001525878906,50.7599983215332,49.75,49.79999923706055,49.79999923706055,162200
1169,2005-08-29,49.68999862670898,50.54999923706055,49.68999862670898,50.20000076293945,50.20000076293945,230500
1170,2005-08-30,50.09999847412109,50.18000030517578,49.7400016784668,49.93999862670898,49.93999862670898,79200
1171,2005-08-31,49.70000076293945,50.4900016784668,49.29999923706055,50.400001525878906,50.400001525878906,213600
1172,2005-09-01,50.20000076293945,50.81999969482422,50.04999923706055,50.5,50.5,189000
1173,2005-09-02,50.5,50.650001525878906,49.5,49.56999969482422,49.56999969482422,118900
1174,2005-09-06,49.650001525878906,49.959999084472656,49.59999847412109,49.7400016784668,49.7400016784668,384200
1175,2005-09-07,49.77000045776367,50.65999984741211,49.619998931884766,50.65999984741211,50.65999984741211,215000
1176,2005-09-08,50.65999984741211,50.790000915527344,50.400001525878906,50.75,50.75,106800
1177,2005-09-09,50.75,51.47999954223633,50.75,51.38999938964844,51.38999938964844,162700
1178,2005-09-12,51.45000076293945,51.59000015258789,51.20000076293945,51.41999816894531,51.41999816894531,162200
1179,2005-09-13,51.400001525878906,51.5,50.900001525878906,50.95000076293945,50.95000076293945,100700
1180,2005-09-14,50.900001525878906,50.90999984741211,50.400001525878906,50.459999084472656,50.459999084472656,66800
1181,2005-09-15,50.400001525878906,50.400001525878906,49.47999954223633,49.630001068115234,49.630001068115234,182200
1182,2005-09-16,49.79999923706055,50.150001525878906,49.68999862670898,49.93999862670898,49.93999862670898,162000
1183,2005-09-19,49.79999923706055,50.310001373291016,49.459999084472656,49.84999847412109,49.84999847412109,110500
1184,2005-09-20,49.84999847412109,49.95000076293945,49.27000045776367,49.369998931884766,49.369998931884766,150400
1185,2005-09-21,49.33000183105469,49.540000915527344,49.040000915527344,49.5,49.5,119500
1186,2005-09-22,49.34999847412109,49.52000045776367,49.209999084472656,49.4900016784668,49.4900016784668,93500
1187,2005-09-23,49.400001525878906,49.95000076293945,49.400001525878906,49.7400016784668,49.7400016784668,183500
1188,2005-09-26,49.9900016784668,50.220001220703125,49.5,49.68000030517578,49.68000030517578,72300
1189,2005-09-27,49.77999877929688,50.400001525878906,49.77999877929688,50.34999847412109,50.34999847412109,172900
1190,2005-09-28,50.34999847412109,50.59999847412109,49.81999969482422,50.34999847412109,50.34999847412109,141100
1191,2005-09-29,50.27999877929688,50.88999938964844,50.09999847412109,50.70000076293945,50.70000076293945,98800
1192,2005-09-30,50.650001525878906,51.09999847412109,50.61000061035156,50.97999954223633,50.97999954223633,92000
1193,2005-10-03,50.97999954223633,51.9900016784668,50.97999954223633,51.59999847412109,51.59999847412109,180200
1194,2005-10-04,51.5,52.130001068115234,51.36000061035156,52.0099983215332,52.0099983215332,171300
1195,2005-10-05,51.95000076293945,51.95000076293945,51.310001373291016,51.58000183105469,51.58000183105469,237300
1196,2005-10-06,51.52999877929688,51.869998931884766,51.209999084472656,51.47999954223633,51.47999954223633,257000
1197,2005-10-07,51.5,51.84999847412109,51.29999923706055,51.61000061035156,51.61000061035156,165700
1198,2005-10-10,51.5,51.5,50.81999969482422,51.20000076293945,51.20000076293945,142200
1199,2005-10-11,51.20000076293945,51.33000183105469,50.790000915527344,50.880001068115234,50.880001068115234,222300
1200,2005-10-12,50.880001068115234,51.22999954223633,50.5099983215332,51.22999954223633,51.22999954223633,181000
1201,2005-10-13,51.20000076293945,51.34000015258789,50.880001068115234,51.0,51.0,212800
1202,2005-10-14,50.959999084472656,51.43999862670898,50.31999969482422,51.43999862670898,51.43999862670898,461800
1203,2005-10-17,51.43999862670898,51.93000030517578,51.290000915527344,51.81999969482422,51.81999969482422,159700
1204,2005-10-18,51.75,52.5,51.619998931884766,51.97999954223633,51.97999954223633,106800
1205,2005-10-19,52.0,52.59999847412109,51.63999938964844,52.59999847412109,52.59999847412109,188200
1206,2005-10-20,52.54999923706055,52.84999847412109,52.18999862670898,52.2400016784668,52.2400016784668,123900
1207,2005-10-21,52.4900016784668,52.650001525878906,51.380001068115234,51.5,51.5,168300
1208,2005-10-24,51.5099983215332,51.810001373291016,51.5,51.619998931884766,51.619998931884766,158300
1209,2005-10-25,51.630001068115234,51.7400016784668,51.310001373291016,51.56999969482422,51.56999969482422,285900
1210,2005-10-26,51.470001220703125,51.5,50.95000076293945,50.95000076293945,50.95000076293945,173400
1211,2005-10-27,50.900001525878906,50.9900016784668,50.54999923706055,50.900001525878906,50.900001525878906,251900
1212,2005-10-28,50.91999816894531,51.16999816894531,50.59000015258789,51.02999877929688,51.02999877929688,199000
1213,2005-10-31,51.02999877929688,51.720001220703125,51.02999877929688,51.59999847412109,51.59999847412109,189100
1214,2005-11-01,51.45000076293945,51.63999938964844,51.220001220703125,51.22999954223633,51.22999954223633,254200
1215,2005-11-02,51.150001525878906,52.470001220703125,51.150001525878906,52.31999969482422,52.31999969482422,156300
1216,2005-11-03,52.34000015258789,52.84999847412109,51.90999984741211,52.369998931884766,52.369998931884766,163200
1217,2005-11-04,53.880001068115234,56.86000061035156,53.400001525878906,56.20000076293945,56.20000076293945,1126700
1218,2005-11-07,55.20000076293945,57.02999877929688,54.900001525878906,56.20000076293945,56.20000076293945,751300
1219,2005-11-08,56.04999923706055,56.13999938964844,55.709999084472656,56.02999877929688,56.02999877929688,228000
1220,2005-11-09,55.95000076293945,56.04999923706055,55.54999923706055,55.900001525878906,55.900001525878906,260300
1221,2005-11-10,55.75,56.0,55.43000030517578,56.0,56.0,190600
1222,2005-11-11,55.59999847412109,55.93999862670898,55.52000045776367,55.900001525878906,55.900001525878906,133000
1223,2005-11-14,55.84999847412109,56.77000045776367,55.66999816894531,56.400001525878906,56.400001525878906,326600
1224,2005-11-15,56.25,56.4900016784668,56.09999847412109,56.220001220703125,56.220001220703125,292000
1225,2005-11-16,56.20000076293945,56.380001068115234,56.0,56.09999847412109,56.09999847412109,147000
1226,2005-11-17,56.220001220703125,56.34000015258789,56.0,56.18000030517578,56.18000030517578,175700
1227,2005-11-18,56.25,56.63999938964844,56.25,56.400001525878906,56.400001525878906,199500
1228,2005-11-21,56.900001525878906,58.45000076293945,56.52000045776367,58.20000076293945,58.20000076293945,717100
1229,2005-11-22,58.150001525878906,58.66999816894531,58.02000045776367,58.16999816894531,58.16999816894531,532900
1230,2005-11-23,58.130001068115234,58.4900016784668,57.70000076293945,57.869998931884766,57.869998931884766,203500
1231,2005-11-25,57.59999847412109,57.83000183105469,57.29999923706055,57.470001220703125,57.470001220703125,134500
1232,2005-11-28,57.29999923706055,57.45000076293945,56.720001220703125,56.720001220703125,56.720001220703125,171700
1233,2005-11-29,56.91999816894531,57.34999847412109,56.75,56.88999938964844,56.88999938964844,273700
1234,2005-11-30,56.84999847412109,57.5,56.790000915527344,57.08000183105469,57.08000183105469,277200
1235,2005-12-01,57.18000030517578,57.66999816894531,57.150001525878906,57.540000915527344,57.540000915527344,231900
1236,2005-12-02,57.36000061035156,57.68000030517578,57.0,57.20000076293945,57.20000076293945,111400
1237,2005-12-05,56.79999923706055,57.900001525878906,56.790000915527344,57.81999969482422,57.81999969482422,271700
1238,2005-12-06,57.970001220703125,58.08000183105469,57.04999923706055,57.04999923706055,57.04999923706055,137400
1239,2005-12-07,57.02999877929688,57.290000915527344,56.66999816894531,57.04999923706055,57.04999923706055,116000
1240,2005-12-08,57.09999847412109,57.91999816894531,56.93999862670898,57.54999923706055,57.54999923706055,177900
1241,2005-12-09,57.45000076293945,57.9900016784668,57.45000076293945,57.869998931884766,57.869998931884766,129800
1242,2005-12-12,58.0,58.20000076293945,57.900001525878906,58.04999923706055,58.04999923706055,136700
1243,2005-12-13,58.09999847412109,58.43999862670898,57.650001525878906,57.959999084472656,57.959999084472656,141900
1244,2005-12-14,57.880001068115234,57.9900016784668,57.20000076293945,57.380001068115234,57.380001068115234,147800
1245,2005-12-15,57.29999923706055,57.47999954223633,56.869998931884766,57.02000045776367,57.02000045776367,188400
1246,2005-12-16,56.95000076293945,57.2599983215332,56.900001525878906,56.95000076293945,56.95000076293945,166800
1247,2005-12-19,56.79999923706055,56.79999923706055,55.220001220703125,55.400001525878906,55.400001525878906,249700
1248,2005-12-20,55.33000183105469,56.33000183105469,55.33000183105469,55.900001525878906,55.900001525878906,224800
1249,2005-12-21,56.119998931884766,56.45000076293945,55.68999862670898,56.0,56.0,115400
